YEAR,MO,DY,HR,WS10M
2023,4,28,10,0.92
2023,4,28,11,1.13
2023,4,28,12,2.11
2023,4,28,13,2.77
2023,4,28,14,3.24
2023,4,28,15,3.55
2023,4,28,16,3.87
2023,4,28,17,4.0
2023,4,28,18,3.98
2023,4,28,19,3.79
2023,4,28,20,3.49
2023,4,28,21,3.12
2023,4,28,22,2.38
2023,4,28,23,1.9
2023,4,29,0,2.11
2023,4,29,1,2.38
2023,4,29,2,2.59
2023,4,29,3,2.57
2023,4,29,4,2.45
2023,4,29,5,2.31
2023,4,29,6,2.11
2023,4,29,7,1.79
2023,4,29,8,1.3
2023,4,29,9,1.03
2023,4,29,10,0.89
2023,4,29,11,1.09
2023,4,29,12,2.02
2023,4,29,13,2.81
2023,4,29,14,3.73
2023,4,29,15,4.28
2023,4,29,16,4.47
2023,4,29,17,4.3
2023,4,29,18,4.02
2023,4,29,19,3.75
2023,4,29,20,3.5
2023,4,29,21,3.13
2023,4,29,22,2.33
2023,4,29,23,1.57
2023,4,30,0,1.42
2023,4,30,1,1.17
2023,4,30,2,0.8
2023,4,30,3,0.52
2023,4,30,4,0.44
2023,4,30,5,0.51
2023,4,30,6,0.56
2023,4,30,7,0.63
2023,4,30,8,0.67
2023,4,30,9,0.75
2023,4,30,10,0.9
2023,4,30,11,1.14
2023,4,30,12,2.05
2023,4,30,13,2.9
2023,4,30,14,3.5
2023,4,30,15,4.07
2023,4,30,16,4.44
2023,4,30,17,4.56
2023,4,30,18,4.47
2023,4,30,19,4.19
2023,4,30,20,3.84
2023,4,30,21,3.25
2023,4,30,22,2.25
2023,4,30,23,1.39
2023,5,1,0,1.16
2023,5,1,1,0.95
2023,5,1,2,0.91
2023,5,1,3,0.8
2023,5,1,4,0.83
2023,5,1,5,0.7
2023,5,1,6,0.66
2023,5,1,7,0.77
2023,5,1,8,0.96
2023,5,1,9,1.08
2023,5,1,10,1.1
2023,5,1,11,1.31
2023,5,1,12,2.06
2023,5,1,13,2.81
2023,5,1,14,3.69
2023,5,1,15,4.28
2023,5,1,16,4.53
2023,5,1,17,4.31
2023,5,1,18,3.92
2023,5,1,19,3.63
2023,5,1,20,3.36
2023,5,1,21,2.95
2023,5,1,22,2.12
2023,5,1,23,1.44
2023,5,2,0,1.42
2023,5,2,1,1.23
2023,5,2,2,1.07
2023,5,2,3,1.01
2023,5,2,4,1.05
2023,5,2,5,1.01
2023,5,2,6,0.82
2023,5,2,7,0.78
2023,5,2,8,0.88
2023,5,2,9,0.99
2023,5,2,10,1.2
2023,5,2,11,1.45
2023,5,2,12,2.77
2023,5,2,13,3.75
2023,5,2,14,4.31
2023,5,2,15,4.87
2023,5,2,16,5.23
2023,5,2,17,5.42
2023,5,2,18,5.41
2023,5,2,19,5.22
2023,5,2,20,4.88
2023,5,2,21,4.26
2023,5,2,22,3.07
2023,5,2,23,2.15
2023,5,3,0,1.96
2023,5,3,1,1.63
2023,5,3,2,1.57
2023,5,3,3,1.46
2023,5,3,4,1.56
2023,5,3,5,1.55
2023,5,3,6,1.54
2023,5,3,7,1.66
2023,5,3,8,1.89
2023,5,3,9,1.87
2023,5,3,10,1.67
2023,5,3,11,2.03
2023,5,3,12,2.96
2023,5,3,13,3.6
2023,5,3,14,4.07
2023,5,3,15,4.44
2023,5,3,16,4.74
2023,5,3,17,4.78
2023,5,3,18,4.68
2023,5,3,19,4.5
2023,5,3,20,4.23
2023,5,3,21,3.76
2023,5,3,22,2.73
2023,5,3,23,1.85
2023,5,4,0,1.81
2023,5,4,1,1.42
2023,5,4,2,1.03
2023,5,4,3,0.8
2023,5,4,4,0.82
2023,5,4,5,0.72
2023,5,4,6,0.74
2023,5,4,7,0.83
2023,5,4,8,0.92
2023,5,4,9,1.03
2023,5,4,10,1.12
2023,5,4,11,1.54
2023,5,4,12,2.52
2023,5,4,13,3.44
2023,5,4,14,4.23
2023,5,4,15,4.66
2023,5,4,16,4.86
2023,5,4,17,4.87
2023,5,4,18,4.68
2023,5,4,19,4.43
2023,5,4,20,4.11
2023,5,4,21,3.64
2023,5,4,22,2.68
2023,5,4,23,1.8
2023,5,5,0,1.91
2023,5,5,1,1.73
2023,5,5,2,1.61
2023,5,5,3,1.37
2023,5,5,4,1.33
2023,5,5,5,1.42
2023,5,5,6,1.48
2023,5,5,7,1.59
2023,5,5,8,1.61
2023,5,5,9,1.55
2023,5,5,10,1.56
2023,5,5,11,2.22
2023,5,5,12,3.42
2023,5,5,13,4.27
2023,5,5,14,4.77
2023,5,5,15,5.19
2023,5,5,16,5.43
2023,5,5,17,5.43
2023,5,5,18,5.2
2023,5,5,19,4.85
2023,5,5,20,4.35
2023,5,5,21,3.69
2023,5,5,22,2.57
2023,5,5,23,1.8
2023,5,6,0,1.92
2023,5,6,1,2.04
2023,5,6,2,2.13
2023,5,6,3,2.08
2023,5,6,4,1.83
2023,5,6,5,1.71
2023,5,6,6,1.85
2023,5,6,7,1.95
2023,5,6,8,2.07
2023,5,6,9,2.1
2023,5,6,10,1.93
2023,5,6,11,2.24
2023,5,6,12,3.53
2023,5,6,13,4.34
2023,5,6,14,4.66
2023,5,6,15,4.95
2023,5,6,16,5.11
2023,5,6,17,5.02
2023,5,6,18,4.8
2023,5,6,19,4.49
2023,5,6,20,4.1
2023,5,6,21,3.52
2023,5,6,22,2.55
2023,5,6,23,1.79
2023,5,7,0,1.63
2023,5,7,1,1.24
2023,5,7,2,1.03
2023,5,7,3,1.05
2023,5,7,4,1.02
2023,5,7,5,0.95
2023,5,7,6,0.96
2023,5,7,7,0.99
2023,5,7,8,1.06
2023,5,7,9,1.12
2023,5,7,10,1.24
2023,5,7,11,1.62
2023,5,7,12,2.57
2023,5,7,13,3.42
2023,5,7,14,3.77
2023,5,7,15,4.09
2023,5,7,16,4.2
2023,5,7,17,4.07
2023,5,7,18,3.86
2023,5,7,19,3.68
2023,5,7,20,3.47
2023,5,7,21,3.1
2023,5,7,22,2.34
2023,5,7,23,1.74
2023,5,8,0,1.59
2023,5,8,1,1.46
2023,5,8,2,1.32
2023,5,8,3,1.19
2023,5,8,4,1.01
2023,5,8,5,1.01
2023,5,8,6,1.15
2023,5,8,7,1.25
2023,5,8,8,1.34
2023,5,8,9,1.51
2023,5,8,10,1.56
2023,5,8,11,2.16
2023,5,8,12,3.25
2023,5,8,13,3.99
2023,5,8,14,4.51
2023,5,8,15,4.98
2023,5,8,16,5.31
2023,5,8,17,5.3
2023,5,8,18,5.15
2023,5,8,19,4.92
2023,5,8,20,4.57
2023,5,8,21,3.99
2023,5,8,22,2.86
2023,5,8,23,2.05
2023,5,9,0,2.18
2023,5,9,1,2.09
2023,5,9,2,1.98
2023,5,9,3,1.99
2023,5,9,4,1.94
2023,5,9,5,1.95
2023,5,9,6,2.04
2023,5,9,7,2.11
2023,5,9,8,2.08
2023,5,9,9,2.3
2023,5,9,10,2.92
2023,5,9,11,3.89
2023,5,9,12,5.04
2023,5,9,13,5.87
2023,5,9,14,6.0
2023,5,9,15,5.75
2023,5,9,16,5.41
2023,5,9,17,5.02
2023,5,9,18,4.59
2023,5,9,19,4.15
2023,5,9,20,3.71
2023,5,9,21,3.21
2023,5,9,22,2.21
2023,5,9,23,1.37
2023,5,10,0,1.18
2023,5,10,1,1.16
2023,5,10,2,1.24
2023,5,10,3,1.43
2023,5,10,4,1.67
2023,5,10,5,1.57
2023,5,10,6,1.18
2023,5,10,7,0.77
2023,5,10,8,0.66
2023,5,10,9,0.71
2023,5,10,10,0.87
2023,5,10,11,1.29
2023,5,10,12,2.2
2023,5,10,13,2.37
2023,5,10,14,2.39
2023,5,10,15,2.79
2023,5,10,16,3.2
2023,5,10,17,3.32
2023,5,10,18,3.2
2023,5,10,19,2.95
2023,5,10,20,2.69
2023,5,10,21,2.35
2023,5,10,22,1.61
2023,5,10,23,1.0
2023,5,11,0,0.96
2023,5,11,1,0.76
2023,5,11,2,0.55
2023,5,11,3,0.58
2023,5,11,4,0.73
2023,5,11,5,0.95
2023,5,11,6,1.08
2023,5,11,7,1.03
2023,5,11,8,0.88
2023,5,11,9,0.75
2023,5,11,10,0.57
2023,5,11,11,0.48
2023,5,11,12,0.72
2023,5,11,13,0.87
2023,5,11,14,1.27
2023,5,11,15,1.75
2023,5,11,16,2.11
2023,5,11,17,2.52
2023,5,11,18,2.85
2023,5,11,19,3.01
2023,5,11,20,2.96
2023,5,11,21,2.66
2023,5,11,22,2.0
2023,5,11,23,1.37
2023,5,12,0,1.49
2023,5,12,1,1.62
2023,5,12,2,1.5
2023,5,12,3,1.27
2023,5,12,4,1.03
2023,5,12,5,0.93
2023,5,12,6,0.82
2023,5,12,7,0.72
2023,5,12,8,0.66
2023,5,12,9,0.61
2023,5,12,10,0.56
2023,5,12,11,0.72
2023,5,12,12,1.32
2023,5,12,13,1.98
2023,5,12,14,2.35
2023,5,12,15,2.49
2023,5,12,16,2.61
2023,5,12,17,2.73
2023,5,12,18,2.81
2023,5,12,19,2.71
2023,5,12,20,2.56
2023,5,12,21,2.4
2023,5,12,22,1.88
2023,5,12,23,1.31
2023,5,13,0,1.42
2023,5,13,1,1.52
2023,5,13,2,1.58
2023,5,13,3,1.75
2023,5,13,4,1.81
2023,5,13,5,1.79
2023,5,13,6,1.69
2023,5,13,7,1.63
2023,5,13,8,1.55
2023,5,13,9,1.34
2023,5,13,10,1.22
2023,5,13,11,1.78
2023,5,13,12,2.44
2023,5,13,13,3.03
2023,5,13,14,3.74
2023,5,13,15,4.55
2023,5,13,16,4.82
2023,5,13,17,4.53
2023,5,13,18,4.51
2023,5,13,19,4.26
2023,5,13,20,3.84
2023,5,13,21,3.4
2023,5,13,22,2.6
2023,5,13,23,1.98
2023,5,14,0,2.13
2023,5,14,1,2.12
2023,5,14,2,1.97
2023,5,14,3,2.0
2023,5,14,4,2.02
2023,5,14,5,1.92
2023,5,14,6,1.73
2023,5,14,7,1.54
2023,5,14,8,1.62
2023,5,14,9,1.77
2023,5,14,10,1.82
2023,5,14,11,2.25
2023,5,14,12,3.43
2023,5,14,13,4.54
2023,5,14,14,4.99
2023,5,14,15,5.21
2023,5,14,16,5.29
2023,5,14,17,5.28
2023,5,14,18,5.23
2023,5,14,19,5.06
2023,5,14,20,4.5
2023,5,14,21,3.57
2023,5,14,22,2.44
2023,5,14,23,1.7
2023,5,15,0,1.4
2023,5,15,1,1.17
2023,5,15,2,1.05
2023,5,15,3,1.02
2023,5,15,4,1.09
2023,5,15,5,1.01
2023,5,15,6,0.92
2023,5,15,7,0.86
2023,5,15,8,0.8
2023,5,15,9,0.74
2023,5,15,10,0.66
2023,5,15,11,1.07
2023,5,15,12,1.78
2023,5,15,13,2.61
2023,5,15,14,3.49
2023,5,15,15,4.0
2023,5,15,16,4.2
2023,5,15,17,4.23
2023,5,15,18,4.01
2023,5,15,19,3.69
2023,5,15,20,3.24
2023,5,15,21,2.64
2023,5,15,22,1.77
2023,5,15,23,1.16
2023,5,16,0,0.94
2023,5,16,1,0.67
2023,5,16,2,0.57
2023,5,16,3,0.65
2023,5,16,4,0.7
2023,5,16,5,0.65
2023,5,16,6,0.6
2023,5,16,7,0.48
2023,5,16,8,0.35
2023,5,16,9,0.33
2023,5,16,10,0.44
2023,5,16,11,0.57
2023,5,16,12,1.19
2023,5,16,13,2.18
2023,5,16,14,2.75
2023,5,16,15,3.01
2023,5,16,16,3.26
2023,5,16,17,3.39
2023,5,16,18,3.33
2023,5,16,19,3.09
2023,5,16,20,2.68
2023,5,16,21,2.16
2023,5,16,22,1.36
2023,5,16,23,0.7
2023,5,17,0,0.43
2023,5,17,1,0.25
2023,5,17,2,0.08
2023,5,17,3,0.24
2023,5,17,4,0.45
2023,5,17,5,0.66
2023,5,17,6,0.85
2023,5,17,7,0.94
2023,5,17,8,0.92
2023,5,17,9,0.78
2023,5,17,10,0.6
2023,5,17,11,0.4
2023,5,17,12,0.37
2023,5,17,13,1.56
2023,5,17,14,2.3
2023,5,17,15,2.79
2023,5,17,16,3.11
2023,5,17,17,3.29
2023,5,17,18,3.24
2023,5,17,19,2.99
2023,5,17,20,2.62
2023,5,17,21,2.1
2023,5,17,22,1.4
2023,5,17,23,0.68
2023,5,18,0,0.41
2023,5,18,1,0.33
2023,5,18,2,0.33
2023,5,18,3,0.42
2023,5,18,4,0.62
2023,5,18,5,0.81
2023,5,18,6,0.93
2023,5,18,7,0.95
2023,5,18,8,0.94
2023,5,18,9,1.03
2023,5,18,10,1.14
2023,5,18,11,1.32
2023,5,18,12,2.3
2023,5,18,13,3.3
2023,5,18,14,3.87
2023,5,18,15,4.25
2023,5,18,16,4.39
2023,5,18,17,4.37
2023,5,18,18,4.29
2023,5,18,19,4.14
2023,5,18,20,3.83
2023,5,18,21,3.41
2023,5,18,22,2.62
2023,5,18,23,1.64
2023,5,19,0,1.5
2023,5,19,1,1.43
2023,5,19,2,1.21
2023,5,19,3,1.05
2023,5,19,4,0.9
2023,5,19,5,0.89
2023,5,19,6,1.15
2023,5,19,7,1.23
2023,5,19,8,1.26
2023,5,19,9,1.3
2023,5,19,10,1.26
2023,5,19,11,1.36
2023,5,19,12,2.08
2023,5,19,13,2.59
2023,5,19,14,2.95
2023,5,19,15,3.56
2023,5,19,16,4.32
2023,5,19,17,4.85
2023,5,19,18,4.88
2023,5,19,19,4.54
2023,5,19,20,4.16
2023,5,19,21,3.7
2023,5,19,22,2.6
2023,5,19,23,1.74
2023,5,20,0,1.95
2023,5,20,1,1.88
2023,5,20,2,1.79
2023,5,20,3,1.84
2023,5,20,4,1.82
2023,5,20,5,1.66
2023,5,20,6,1.27
2023,5,20,7,0.95
2023,5,20,8,0.92
2023,5,20,9,1.0
2023,5,20,10,0.99
2023,5,20,11,1.49
2023,5,20,12,2.48
2023,5,20,13,3.18
2023,5,20,14,3.96
2023,5,20,15,4.16
2023,5,20,16,4.23
2023,5,20,17,4.05
2023,5,20,18,3.72
2023,5,20,19,3.34
2023,5,20,20,3.01
2023,5,20,21,2.73
2023,5,20,22,2.03
2023,5,20,23,1.29
2023,5,21,0,1.34
2023,5,21,1,1.2
2023,5,21,2,0.9
2023,5,21,3,0.61
2023,5,21,4,0.42
2023,5,21,5,0.34
2023,5,21,6,0.38
2023,5,21,7,0.29
2023,5,21,8,0.32
2023,5,21,9,0.44
2023,5,21,10,0.4
2023,5,21,11,0.25
2023,5,21,12,0.12
2023,5,21,13,0.65
2023,5,21,14,1.33
2023,5,21,15,1.86
2023,5,21,16,2.21
2023,5,21,17,2.53
2023,5,21,18,2.84
2023,5,21,19,3.04
2023,5,21,20,2.95
2023,5,21,21,2.54
2023,5,21,22,2.23
2023,5,21,23,1.68
2023,5,22,0,1.48
2023,5,22,1,1.29
2023,5,22,2,1.1
2023,5,22,3,0.92
2023,5,22,4,0.81
2023,5,22,5,0.79
2023,5,22,6,0.87
2023,5,22,7,0.97
2023,5,22,8,0.9
2023,5,22,9,0.67
2023,5,22,10,0.68
2023,5,22,11,0.87
2023,5,22,12,0.54
2023,5,22,13,1.68
2023,5,22,14,2.71
2023,5,22,15,2.87
2023,5,22,16,2.81
2023,5,22,17,2.64
2023,5,22,18,2.52
2023,5,22,19,2.4
2023,5,22,20,2.29
2023,5,22,21,2.26
2023,5,22,22,2.03
2023,5,22,23,1.57
2023,5,23,0,2.04
2023,5,23,1,2.63
2023,5,23,2,2.74
2023,5,23,3,2.45
2023,5,23,4,1.95
2023,5,23,5,1.52
2023,5,23,6,1.25
2023,5,23,7,1.25
2023,5,23,8,1.44
2023,5,23,9,1.67
2023,5,23,10,1.67
2023,5,23,11,1.49
2023,5,23,12,1.56
2023,5,23,13,1.31
2023,5,23,14,1.14
2023,5,23,15,1.8
2023,5,23,16,2.32
2023,5,23,17,2.54
2023,5,23,18,2.63
2023,5,23,19,2.43
2023,5,23,20,2.2
2023,5,23,21,1.99
2023,5,23,22,1.57
2023,5,23,23,1.21
2023,5,24,0,1.37
2023,5,24,1,1.49
2023,5,24,2,1.63
2023,5,24,3,1.7
2023,5,24,4,1.58
2023,5,24,5,1.23
2023,5,24,6,0.87
2023,5,24,7,0.69
2023,5,24,8,0.52
2023,5,24,9,0.47
2023,5,24,10,0.43
2023,5,24,11,0.55
2023,5,24,12,1.24
2023,5,24,13,1.88
2023,5,24,14,2.63
2023,5,24,15,3.02
2023,5,24,16,3.19
2023,5,24,17,3.26
2023,5,24,18,3.25
2023,5,24,19,3.03
2023,5,24,20,2.53
2023,5,24,21,1.99
2023,5,24,22,1.47
2023,5,24,23,1.32
2023,5,25,0,2.02
2023,5,25,1,2.9
2023,5,25,2,3.56
2023,5,25,3,3.49
2023,5,25,4,2.84
2023,5,25,5,2.2
2023,5,25,6,1.85
2023,5,25,7,1.53
2023,5,25,8,1.27
2023,5,25,9,1.09
2023,5,25,10,1.14
2023,5,25,11,1.31
2023,5,25,12,2.11
2023,5,25,13,2.47
2023,5,25,14,2.65
2023,5,25,15,2.8
2023,5,25,16,2.93
2023,5,25,17,3.08
2023,5,25,18,3.06
2023,5,25,19,2.86
2023,5,25,20,2.59
2023,5,25,21,2.24
2023,5,25,22,1.73
2023,5,25,23,1.04
2023,5,26,0,0.82
2023,5,26,1,0.76
2023,5,26,2,0.7
2023,5,26,3,0.71
2023,5,26,4,0.78
2023,5,26,5,0.79
2023,5,26,6,0.76
2023,5,26,7,0.76
2023,5,26,8,0.84
2023,5,26,9,0.96
2023,5,26,10,1.0
2023,5,26,11,0.84
2023,5,26,12,1.05
2023,5,26,13,1.43
2023,5,26,14,2.06
2023,5,26,15,2.59
2023,5,26,16,3.03
2023,5,26,17,3.27
2023,5,26,18,3.25
2023,5,26,19,2.99
2023,5,26,20,2.65
2023,5,26,21,2.27
2023,5,26,22,1.7
2023,5,26,23,0.9
2023,5,27,0,0.8
2023,5,27,1,0.9
2023,5,27,2,0.88
2023,5,27,3,0.79
2023,5,27,4,0.7
2023,5,27,5,0.64
2023,5,27,6,0.67
2023,5,27,7,0.79
2023,5,27,8,0.99
2023,5,27,9,1.11
2023,5,27,10,1.17
2023,5,27,11,1.31
2023,5,27,12,2.18
2023,5,27,13,2.96
2023,5,27,14,3.64
2023,5,27,15,3.94
2023,5,27,16,4.05
2023,5,27,17,3.98
2023,5,27,18,3.74
2023,5,27,19,3.26
2023,5,27,20,2.74
2023,5,27,21,2.28
2023,5,27,22,1.53
2023,5,27,23,0.93
2023,5,28,0,0.87
2023,5,28,1,0.85
2023,5,28,2,0.81
2023,5,28,3,0.78
2023,5,28,4,0.85
2023,5,28,5,0.91
2023,5,28,6,0.94
2023,5,28,7,0.9
2023,5,28,8,0.91
2023,5,28,9,1.01
2023,5,28,10,1.09
2023,5,28,11,1.26
2023,5,28,12,1.89
2023,5,28,13,2.5
2023,5,28,14,2.99
2023,5,28,15,3.27
2023,5,28,16,3.55
2023,5,28,17,3.7
2023,5,28,18,3.61
2023,5,28,19,3.42
2023,5,28,20,3.19
2023,5,28,21,2.86
2023,5,28,22,2.1
2023,5,28,23,1.33
2023,5,29,0,1.2
2023,5,29,1,0.98
2023,5,29,2,0.8
2023,5,29,3,0.72
2023,5,29,4,0.65
2023,5,29,5,0.57
2023,5,29,6,0.48
2023,5,29,7,0.51
2023,5,29,8,0.56
2023,5,29,9,0.73
2023,5,29,10,0.98
2023,5,29,11,1.33
2023,5,29,12,2.19
2023,5,29,13,2.79
2023,5,29,14,3.19
2023,5,29,15,3.46
2023,5,29,16,3.49
2023,5,29,17,3.52
2023,5,29,18,3.3
2023,5,29,19,2.98
2023,5,29,20,2.86
2023,5,29,21,2.79
2023,5,29,22,2.39
2023,5,29,23,1.59
2023,5,30,0,1.67
2023,5,30,1,1.57
2023,5,30,2,1.48
2023,5,30,3,1.34
2023,5,30,4,1.18
2023,5,30,5,1.03
2023,5,30,6,1.08
2023,5,30,7,1.11
2023,5,30,8,1.12
2023,5,30,9,1.26
2023,5,30,10,1.23
2023,5,30,11,1.38
2023,5,30,12,2.39
2023,5,30,13,3.13
2023,5,30,14,3.73
2023,5,30,15,4.17
2023,5,30,16,4.3
2023,5,30,17,4.32
2023,5,30,18,4.07
2023,5,30,19,3.68
2023,5,30,20,3.3
2023,5,30,21,2.85
2023,5,30,22,2.01
2023,5,30,23,1.33
2023,5,31,0,1.25
2023,5,31,1,0.92
2023,5,31,2,0.77
2023,5,31,3,0.77
2023,5,31,4,0.78
2023,5,31,5,0.64
2023,5,31,6,0.58
2023,5,31,7,0.66
2023,5,31,8,0.72
2023,5,31,9,0.94
2023,5,31,10,1.06
2023,5,31,11,1.39
2023,5,31,12,2.44
2023,5,31,13,3.08
2023,5,31,14,3.6
2023,5,31,15,3.88
2023,5,31,16,4.04
2023,5,31,17,4.12
2023,5,31,18,4.02
2023,5,31,19,3.84
2023,5,31,20,3.62
2023,5,31,21,3.29
2023,5,31,22,2.51
2023,5,31,23,1.68
2023,6,1,0,1.71
2023,6,1,1,1.54
2023,6,1,2,1.31
2023,6,1,3,1.19
2023,6,1,4,1.14
2023,6,1,5,1.04
2023,6,1,6,0.96
2023,6,1,7,1.02
2023,6,1,8,1.29
2023,6,1,9,1.78
2023,6,1,10,2.17
2023,6,1,11,2.66
2023,6,1,12,3.26
2023,6,1,13,3.75
2023,6,1,14,4.05
2023,6,1,15,4.1
2023,6,1,16,4.06
2023,6,1,17,4.08
2023,6,1,18,4.01
2023,6,1,19,3.79
2023,6,1,20,3.42
2023,6,1,21,2.89
2023,6,1,22,1.96
2023,6,1,23,0.93
2023,6,2,0,0.61
2023,6,2,1,0.59
2023,6,2,2,0.68
2023,6,2,3,0.66
2023,6,2,4,0.72
2023,6,2,5,0.81
2023,6,2,6,0.84
2023,6,2,7,0.86
2023,6,2,8,1.04
2023,6,2,9,1.3
2023,6,2,10,1.5
2023,6,2,11,1.98
2023,6,2,12,3.0
2023,6,2,13,4.01
2023,6,2,14,4.43
2023,6,2,15,4.55
2023,6,2,16,4.51
2023,6,2,17,4.37
2023,6,2,18,4.15
2023,6,2,19,3.86
2023,6,2,20,3.45
2023,6,2,21,2.97
2023,6,2,22,2.08
2023,6,2,23,1.04
2023,6,3,0,0.66
2023,6,3,1,0.63
2023,6,3,2,0.58
2023,6,3,3,0.6
2023,6,3,4,0.62
2023,6,3,5,0.57
2023,6,3,6,0.59
2023,6,3,7,0.65
2023,6,3,8,0.69
2023,6,3,9,0.82
2023,6,3,10,0.97
2023,6,3,11,1.18
2023,6,3,12,2.07
2023,6,3,13,2.8
2023,6,3,14,3.34
2023,6,3,15,3.68
2023,6,3,16,3.78
2023,6,3,17,3.75
2023,6,3,18,3.54
2023,6,3,19,3.26
2023,6,3,20,2.91
2023,6,3,21,2.45
2023,6,3,22,1.77
2023,6,3,23,1.2
2023,6,4,0,0.84
2023,6,4,1,0.5
2023,6,4,2,0.33
2023,6,4,3,0.29
2023,6,4,4,0.42
2023,6,4,5,0.54
2023,6,4,6,0.65
2023,6,4,7,0.82
2023,6,4,8,0.97
2023,6,4,9,0.92
2023,6,4,10,0.8
2023,6,4,11,0.91
2023,6,4,12,1.93
2023,6,4,13,3.13
2023,6,4,14,3.85
2023,6,4,15,4.16
2023,6,4,16,4.3
2023,6,4,17,4.25
2023,6,4,18,4.11
2023,6,4,19,3.87
2023,6,4,20,3.62
2023,6,4,21,3.16
2023,6,4,22,2.36
2023,6,4,23,1.46
2023,6,5,0,1.26
2023,6,5,1,1.22
2023,6,5,2,1.24
2023,6,5,3,1.2
2023,6,5,4,1.11
2023,6,5,5,1.03
2023,6,5,6,1.02
2023,6,5,7,0.97
2023,6,5,8,1.01
2023,6,5,9,1.22
2023,6,5,10,1.39
2023,6,5,11,1.87
2023,6,5,12,2.92
2023,6,5,13,3.5
2023,6,5,14,3.93
2023,6,5,15,4.36
2023,6,5,16,4.76
2023,6,5,17,4.97
2023,6,5,18,4.8
2023,6,5,19,4.25
2023,6,5,20,3.48
2023,6,5,21,2.68
2023,6,5,22,1.69
2023,6,5,23,0.78
2023,6,6,0,0.7
2023,6,6,1,0.75
2023,6,6,2,0.75
2023,6,6,3,0.76
2023,6,6,4,0.75
2023,6,6,5,0.73
2023,6,6,6,0.77
2023,6,6,7,0.86
2023,6,6,8,0.98
2023,6,6,9,1.02
2023,6,6,10,0.99
2023,6,6,11,1.22
2023,6,6,12,2.34
2023,6,6,13,3.32
2023,6,6,14,3.95
2023,6,6,15,4.39
2023,6,6,16,4.66
2023,6,6,17,4.67
2023,6,6,18,4.49
2023,6,6,19,4.22
2023,6,6,20,3.87
2023,6,6,21,3.43
2023,6,6,22,2.54
2023,6,6,23,1.69
2023,6,7,0,1.63
2023,6,7,1,1.32
2023,6,7,2,1.02
2023,6,7,3,1.04
2023,6,7,4,1.11
2023,6,7,5,1.18
2023,6,7,6,1.19
2023,6,7,7,1.17
2023,6,7,8,1.16
2023,6,7,9,1.06
2023,6,7,10,0.94
2023,6,7,11,1.23
2023,6,7,12,2.06
2023,6,7,13,2.9
2023,6,7,14,3.53
2023,6,7,15,3.92
2023,6,7,16,4.13
2023,6,7,17,4.18
2023,6,7,18,4.02
2023,6,7,19,3.81
2023,6,7,20,3.47
2023,6,7,21,3.0
2023,6,7,22,2.18
2023,6,7,23,1.43
2023,6,8,0,1.49
2023,6,8,1,1.5
2023,6,8,2,1.4
2023,6,8,3,1.38
2023,6,8,4,1.57
2023,6,8,5,1.63
2023,6,8,6,1.47
2023,6,8,7,1.35
2023,6,8,8,1.19
2023,6,8,9,1.02
2023,6,8,10,0.98
2023,6,8,11,1.33
2023,6,8,12,2.12
2023,6,8,13,2.61
2023,6,8,14,3.09
2023,6,8,15,3.86
2023,6,8,16,4.51
2023,6,8,17,4.91
2023,6,8,18,4.94
2023,6,8,19,4.62
2023,6,8,20,4.12
2023,6,8,21,3.43
2023,6,8,22,2.27
2023,6,8,23,1.09
2023,6,9,0,0.94
2023,6,9,1,0.86
2023,6,9,2,0.8
2023,6,9,3,0.78
2023,6,9,4,0.85
2023,6,9,5,0.91
2023,6,9,6,0.98
2023,6,9,7,0.98
2023,6,9,8,0.96
2023,6,9,9,0.98
2023,6,9,10,1.04
2023,6,9,11,1.43
2023,6,9,12,2.3
2023,6,9,13,2.94
2023,6,9,14,3.55
2023,6,9,15,3.94
2023,6,9,16,4.23
2023,6,9,17,4.34
2023,6,9,18,4.25
2023,6,9,19,3.97
2023,6,9,20,3.55
2023,6,9,21,2.95
2023,6,9,22,2.01
2023,6,9,23,1.31
2023,6,10,0,1.14
2023,6,10,1,0.99
2023,6,10,2,0.92
2023,6,10,3,0.89
2023,6,10,4,0.9
2023,6,10,5,0.82
2023,6,10,6,0.72
2023,6,10,7,0.79
2023,6,10,8,0.93
2023,6,10,9,1.03
2023,6,10,10,1.17
2023,6,10,11,1.46
2023,6,10,12,2.25
2023,6,10,13,3.03
2023,6,10,14,3.66
2023,6,10,15,4.04
2023,6,10,16,4.36
2023,6,10,17,4.55
2023,6,10,18,4.4
2023,6,10,19,3.91
2023,6,10,20,3.24
2023,6,10,21,2.51
2023,6,10,22,1.68
2023,6,10,23,1.11
2023,6,11,0,1.16
2023,6,11,1,1.14
2023,6,11,2,1.11
2023,6,11,3,1.1
2023,6,11,4,1.15
2023,6,11,5,1.22
2023,6,11,6,1.3
2023,6,11,7,1.39
2023,6,11,8,1.38
2023,6,11,9,1.27
2023,6,11,10,1.19
2023,6,11,11,1.14
2023,6,11,12,1.97
2023,6,11,13,2.92
2023,6,11,14,3.74
2023,6,11,15,4.17
2023,6,11,16,4.28
2023,6,11,17,4.12
2023,6,11,18,3.88
2023,6,11,19,3.57
2023,6,11,20,3.26
2023,6,11,21,3.02
2023,6,11,22,2.49
2023,6,11,23,1.81
2023,6,12,0,1.9
2023,6,12,1,2.11
2023,6,12,2,2.0
2023,6,12,3,1.66
2023,6,12,4,1.65
