YEAR,MO,DY,HR,WS10M
2023,3,14,15,3.44
2023,3,14,16,3.55
2023,3,14,17,3.45
2023,3,14,18,3.26
2023,3,14,19,3.05
2023,3,14,20,2.87
2023,3,14,21,2.58
2023,3,14,22,2.03
2023,3,14,23,1.25
2023,3,15,0,1.21
2023,3,15,1,1.07
2023,3,15,2,0.78
2023,3,15,3,0.5
2023,3,15,4,0.35
2023,3,15,5,0.63
2023,3,15,6,0.83
2023,3,15,7,1.12
2023,3,15,8,1.26
2023,3,15,9,1.26
2023,3,15,10,1.31
2023,3,15,11,1.46
2023,3,15,12,2.19
2023,3,15,13,2.71
2023,3,15,14,2.55
2023,3,15,15,2.2
2023,3,15,16,1.99
2023,3,15,17,1.77
2023,3,15,18,1.44
2023,3,15,19,1.08
2023,3,15,20,0.8
2023,3,15,21,0.7
2023,3,15,22,0.47
2023,3,15,23,0.34
2023,3,16,0,0.33
2023,3,16,1,0.63
2023,3,16,2,1.02
2023,3,16,3,1.3
2023,3,16,4,1.38
2023,3,16,5,1.34
2023,3,16,6,1.23
2023,3,16,7,1.09
2023,3,16,8,0.87
2023,3,16,9,0.73
2023,3,16,10,0.86
2023,3,16,11,0.89
2023,3,16,12,1.1
2023,3,16,13,1.18
2023,3,16,14,1.06
2023,3,16,15,0.88
2023,3,16,16,0.91
2023,3,16,17,1.1
2023,3,16,18,1.2
2023,3,16,19,1.11
2023,3,16,20,1.05
2023,3,16,21,0.93
2023,3,16,22,0.68
2023,3,16,23,0.56
2023,3,17,0,0.64
2023,3,17,1,0.74
2023,3,17,2,0.75
2023,3,17,3,0.7
2023,3,17,4,0.69
2023,3,17,5,1.09
2023,3,17,6,1.14
2023,3,17,7,1.0
2023,3,17,8,1.04
2023,3,17,9,1.01
2023,3,17,10,0.83
2023,3,17,11,0.71
2023,3,17,12,0.92
2023,3,17,13,1.16
2023,3,17,14,1.21
2023,3,17,15,1.36
2023,3,17,16,1.62
2023,3,17,17,1.77
2023,3,17,18,1.79
2023,3,17,19,1.65
2023,3,17,20,1.42
2023,3,17,21,1.11
2023,3,17,22,0.82
2023,3,17,23,0.61
2023,3,18,0,0.59
2023,3,18,1,0.45
2023,3,18,2,0.38
2023,3,18,3,0.46
2023,3,18,4,0.47
2023,3,18,5,0.71
2023,3,18,6,0.64
2023,3,18,7,0.48
2023,3,18,8,0.59
2023,3,18,9,0.74
2023,3,18,10,0.74
2023,3,18,11,0.57
2023,3,18,12,0.56
2023,3,18,13,1.13
2023,3,18,14,2.06
2023,3,18,15,2.81
2023,3,18,16,3.02
2023,3,18,17,2.88
2023,3,18,18,2.66
2023,3,18,19,2.43
2023,3,18,20,2.24
2023,3,18,21,2.03
2023,3,18,22,1.55
2023,3,18,23,1.07
2023,3,19,0,0.88
2023,3,19,1,0.66
2023,3,19,2,0.58
2023,3,19,3,0.71
2023,3,19,4,0.98
2023,3,19,5,1.03
2023,3,19,6,0.98
2023,3,19,7,1.02
2023,3,19,8,1.03
2023,3,19,9,1.05
2023,3,19,10,1.04
2023,3,19,11,1.1
2023,3,19,12,1.45
2023,3,19,13,1.88
2023,3,19,14,1.79
2023,3,19,15,1.49
2023,3,19,16,1.33
2023,3,19,17,1.19
2023,3,19,18,1.04
2023,3,19,19,0.74
2023,3,19,20,0.46
2023,3,19,21,0.35
2023,3,19,22,0.17
2023,3,19,23,0.15
2023,3,20,0,0.28
2023,3,20,1,0.49
2023,3,20,2,0.49
2023,3,20,3,0.46
2023,3,20,4,0.39
2023,3,20,5,0.29
2023,3,20,6,0.36
2023,3,20,7,0.47
2023,3,20,8,0.5
2023,3,20,9,0.34
2023,3,20,10,0.25
2023,3,20,11,0.27
2023,3,20,12,0.7
2023,3,20,13,1.09
2023,3,20,14,1.08
2023,3,20,15,1.11
2023,3,20,16,1.17
2023,3,20,17,1.18
2023,3,20,18,1.16
2023,3,20,19,1.13
2023,3,20,20,1.08
2023,3,20,21,0.9
2023,3,20,22,0.7
2023,3,20,23,0.72
2023,3,21,0,0.83
2023,3,21,1,0.89
2023,3,21,2,1.01
2023,3,21,3,1.16
2023,3,21,4,1.26
2023,3,21,5,1.33
2023,3,21,6,1.34
2023,3,21,7,1.3
2023,3,21,8,1.33
2023,3,21,9,1.24
2023,3,21,10,1.15
2023,3,21,11,1.1
2023,3,21,12,1.82
2023,3,21,13,2.45
2023,3,21,14,2.79
2023,3,21,15,2.91
2023,3,21,16,2.91
2023,3,21,17,2.89
2023,3,21,18,2.79
2023,3,21,19,2.69
2023,3,21,20,2.6
2023,3,21,21,2.35
2023,3,21,22,1.96
2023,3,21,23,1.39
2023,3,22,0,1.28
2023,3,22,1,0.98
2023,3,22,2,0.83
2023,3,22,3,0.79
2023,3,22,4,0.76
2023,3,22,5,0.51
2023,3,22,6,0.35
2023,3,22,7,0.38
2023,3,22,8,0.53
2023,3,22,9,0.73
2023,3,22,10,0.98
2023,3,22,11,1.47
2023,3,22,12,2.66
2023,3,22,13,3.45
2023,3,22,14,3.8
2023,3,22,15,3.91
2023,3,22,16,3.96
2023,3,22,17,3.9
2023,3,22,18,3.73
2023,3,22,19,3.5
2023,3,22,20,3.27
2023,3,22,21,2.96
2023,3,22,22,2.39
2023,3,22,23,1.72
2023,3,23,0,1.56
2023,3,23,1,1.23
2023,3,23,2,1.07
2023,3,23,3,1.12
2023,3,23,4,1.07
2023,3,23,5,1.03
2023,3,23,6,0.98
2023,3,23,7,0.91
2023,3,23,8,1.17
2023,3,23,9,1.22
2023,3,23,10,1.2
2023,3,23,11,1.05
2023,3,23,12,1.48
2023,3,23,13,2.14
2023,3,23,14,2.56
2023,3,23,15,2.69
2023,3,23,16,2.58
2023,3,23,17,2.34
2023,3,23,18,2.15
2023,3,23,19,1.99
2023,3,23,20,1.74
2023,3,23,21,1.34
2023,3,23,22,0.81
2023,3,23,23,0.52
2023,3,24,0,0.51
2023,3,24,1,0.46
2023,3,24,2,0.52
2023,3,24,3,0.54
2023,3,24,4,0.53
2023,3,24,5,0.55
2023,3,24,6,0.63
2023,3,24,7,0.74
2023,3,24,8,0.97
2023,3,24,9,1.16
2023,3,24,10,1.14
2023,3,24,11,1.16
2023,3,24,12,1.95
2023,3,24,13,2.82
2023,3,24,14,3.38
2023,3,24,15,3.45
2023,3,24,16,3.27
2023,3,24,17,3.07
2023,3,24,18,2.83
2023,3,24,19,2.56
2023,3,24,20,2.23
2023,3,24,21,1.82
2023,3,24,22,1.34
2023,3,24,23,0.93
2023,3,25,0,0.78
2023,3,25,1,0.66
2023,3,25,2,0.63
2023,3,25,3,0.6
2023,3,25,4,0.73
2023,3,25,5,0.93
2023,3,25,6,1.04
2023,3,25,7,1.06
2023,3,25,8,0.82
2023,3,25,9,0.82
2023,3,25,10,1.03
2023,3,25,11,1.43
2023,3,25,12,2.16
2023,3,25,13,2.79
2023,3,25,14,2.99
2023,3,25,15,2.97
2023,3,25,16,2.92
2023,3,25,17,2.86
2023,3,25,18,2.85
2023,3,25,19,2.79
2023,3,25,20,2.67
2023,3,25,21,2.5
2023,3,25,22,2.04
2023,3,25,23,1.45
2023,3,26,0,1.28
2023,3,26,1,1.1
2023,3,26,2,0.96
2023,3,26,3,0.93
2023,3,26,4,0.93
2023,3,26,5,0.94
2023,3,26,6,0.94
2023,3,26,7,0.96
2023,3,26,8,1.05
2023,3,26,9,1.1
2023,3,26,10,1.02
2023,3,26,11,1.27
2023,3,26,12,1.82
2023,3,26,13,2.86
2023,3,26,14,3.5
2023,3,26,15,3.77
2023,3,26,16,3.95
2023,3,26,17,4.08
2023,3,26,18,4.06
2023,3,26,19,3.94
2023,3,26,20,3.7
2023,3,26,21,3.27
2023,3,26,22,2.51
2023,3,26,23,1.83
2023,3,27,0,1.81
2023,3,27,1,1.84
2023,3,27,2,1.89
2023,3,27,3,2.01
2023,3,27,4,1.93
2023,3,27,5,1.77
2023,3,27,6,1.54
2023,3,27,7,1.47
2023,3,27,8,1.51
2023,3,27,9,1.59
2023,3,27,10,1.62
2023,3,27,11,1.84
2023,3,27,12,3.18
2023,3,27,13,4.14
2023,3,27,14,4.51
2023,3,27,15,4.4
2023,3,27,16,4.15
2023,3,27,17,3.89
2023,3,27,18,3.68
2023,3,27,19,3.42
2023,3,27,20,3.07
2023,3,27,21,2.61
2023,3,27,22,1.88
2023,3,27,23,1.29
2023,3,28,0,1.14
2023,3,28,1,0.98
2023,3,28,2,0.81
2023,3,28,3,0.74
2023,3,28,4,0.75
2023,3,28,5,0.78
2023,3,28,6,0.86
2023,3,28,7,0.98
2023,3,28,8,1.14
2023,3,28,9,1.23
2023,3,28,10,1.03
2023,3,28,11,1.08
2023,3,28,12,1.74
2023,3,28,13,2.42
2023,3,28,14,3.0
2023,3,28,15,3.19
2023,3,28,16,3.3
2023,3,28,17,3.35
2023,3,28,18,3.25
2023,3,28,19,3.03
2023,3,28,20,2.71
2023,3,28,21,2.33
2023,3,28,22,1.73
2023,3,28,23,1.1
2023,3,29,0,1.05
2023,3,29,1,1.0
2023,3,29,2,0.85
2023,3,29,3,0.67
2023,3,29,4,0.63
2023,3,29,5,0.74
2023,3,29,6,0.96
2023,3,29,7,1.02
2023,3,29,8,0.94
2023,3,29,9,0.8
2023,3,29,10,0.59
2023,3,29,11,0.4
2023,3,29,12,1.43
2023,3,29,13,1.69
2023,3,29,14,2.16
2023,3,29,15,2.67
2023,3,29,16,3.01
2023,3,29,17,3.03
2023,3,29,18,2.81
2023,3,29,19,2.5
2023,3,29,20,2.21
2023,3,29,21,1.88
2023,3,29,22,1.25
2023,3,29,23,0.71
2023,3,30,0,0.8
2023,3,30,1,0.9
2023,3,30,2,0.78
2023,3,30,3,0.74
2023,3,30,4,0.84
2023,3,30,5,0.86
2023,3,30,6,0.85
2023,3,30,7,0.86
2023,3,30,8,0.94
2023,3,30,9,1.02
2023,3,30,10,1.06
2023,3,30,11,1.36
2023,3,30,12,2.05
2023,3,30,13,2.55
2023,3,30,14,3.08
2023,3,30,15,3.57
2023,3,30,16,3.94
2023,3,30,17,4.08
2023,3,30,18,4.03
2023,3,30,19,3.83
2023,3,30,20,3.55
2023,3,30,21,3.07
2023,3,30,22,2.28
2023,3,30,23,1.45
2023,3,31,0,1.44
2023,3,31,1,1.54
2023,3,31,2,1.42
2023,3,31,3,1.5
2023,3,31,4,1.4
2023,3,31,5,1.49
2023,3,31,6,1.29
2023,3,31,7,1.15
2023,3,31,8,1.15
2023,3,31,9,1.03
2023,3,31,10,0.98
2023,3,31,11,1.28
2023,3,31,12,2.57
2023,3,31,13,3.71
2023,3,31,14,4.26
2023,3,31,15,4.5
2023,3,31,16,4.58
2023,3,31,17,4.42
2023,3,31,18,4.14
2023,3,31,19,3.93
2023,3,31,20,3.65
2023,3,31,21,3.25
2023,3,31,22,2.45
2023,3,31,23,1.71
2023,4,1,0,1.51
2023,4,1,1,1.47
2023,4,1,2,1.57
2023,4,1,3,1.68
2023,4,1,4,1.95
2023,4,1,5,2.1
2023,4,1,6,2.05
2023,4,1,7,1.84
2023,4,1,8,1.68
2023,4,1,9,1.51
2023,4,1,10,1.27
2023,4,1,11,1.41
2023,4,1,12,2.56
2023,4,1,13,3.38
2023,4,1,14,3.79
2023,4,1,15,4.09
2023,4,1,16,4.16
2023,4,1,17,3.96
2023,4,1,18,3.62
2023,4,1,19,3.33
2023,4,1,20,3.05
2023,4,1,21,2.56
2023,4,1,22,1.89
2023,4,1,23,1.83
2023,4,2,0,2.43
2023,4,2,1,2.75
2023,4,2,2,2.29
2023,4,2,3,1.44
2023,4,2,4,0.97
2023,4,2,5,0.76
2023,4,2,6,0.64
2023,4,2,7,0.61
2023,4,2,8,0.85
2023,4,2,9,1.12
2023,4,2,10,1.17
2023,4,2,11,1.83
2023,4,2,12,3.44
2023,4,2,13,4.39
2023,4,2,14,4.93
2023,4,2,15,5.23
2023,4,2,16,5.4
2023,4,2,17,5.31
2023,4,2,18,4.88
2023,4,2,19,4.42
2023,4,2,20,4.0
2023,4,2,21,3.46
2023,4,2,22,2.41
2023,4,2,23,1.45
2023,4,3,0,1.17
2023,4,3,1,0.99
2023,4,3,2,0.84
2023,4,3,3,0.88
2023,4,3,4,0.87
2023,4,3,5,0.82
2023,4,3,6,0.77
2023,4,3,7,0.85
2023,4,3,8,1.07
2023,4,3,9,1.26
2023,4,3,10,1.42
2023,4,3,11,2.04
2023,4,3,12,3.28
2023,4,3,13,4.27
2023,4,3,14,4.88
2023,4,3,15,5.02
2023,4,3,16,4.87
2023,4,3,17,4.59
2023,4,3,18,4.32
2023,4,3,19,4.04
2023,4,3,20,3.66
2023,4,3,21,3.13
2023,4,3,22,2.26
2023,4,3,23,1.43
2023,4,4,0,1.3
2023,4,4,1,1.42
2023,4,4,2,1.47
2023,4,4,3,1.48
2023,4,4,4,1.43
2023,4,4,5,1.29
2023,4,4,6,1.21
2023,4,4,7,1.23
2023,4,4,8,1.34
2023,4,4,9,1.09
2023,4,4,10,0.84
2023,4,4,11,1.04
2023,4,4,12,2.19
2023,4,4,13,3.24
2023,4,4,14,3.86
2023,4,4,15,4.32
2023,4,4,16,4.46
2023,4,4,17,4.28
2023,4,4,18,3.95
2023,4,4,19,3.52
2023,4,4,20,2.95
2023,4,4,21,2.24
2023,4,4,22,1.56
2023,4,4,23,0.92
2023,4,5,0,0.81
2023,4,5,1,0.98
2023,4,5,2,1.24
2023,4,5,3,1.47
2023,4,5,4,1.34
2023,4,5,5,1.2
2023,4,5,6,1.12
2023,4,5,7,1.0
2023,4,5,8,0.91
2023,4,5,9,0.91
2023,4,5,10,0.67
2023,4,5,11,0.37
2023,4,5,12,0.61
2023,4,5,13,1.05
2023,4,5,14,1.91
2023,4,5,15,2.89
2023,4,5,16,3.27
2023,4,5,17,3.29
2023,4,5,18,3.16
2023,4,5,19,2.95
2023,4,5,20,2.57
2023,4,5,21,2.19
2023,4,5,22,1.68
2023,4,5,23,1.04
2023,4,6,0,0.98
2023,4,6,1,1.21
2023,4,6,2,1.33
2023,4,6,3,1.23
2023,4,6,4,1.02
2023,4,6,5,0.87
2023,4,6,6,0.73
2023,4,6,7,0.46
2023,4,6,8,0.22
2023,4,6,9,0.27
2023,4,6,10,0.37
2023,4,6,11,0.47
2023,4,6,12,0.93
2023,4,6,13,1.49
2023,4,6,14,1.95
2023,4,6,15,2.44
2023,4,6,16,2.82
2023,4,6,17,2.92
2023,4,6,18,2.77
2023,4,6,19,2.43
2023,4,6,20,2.11
2023,4,6,21,1.8
2023,4,6,22,1.23
2023,4,6,23,1.02
2023,4,7,0,1.15
2023,4,7,1,1.22
2023,4,7,2,1.34
2023,4,7,3,1.24
2023,4,7,4,1.22
2023,4,7,5,1.25
2023,4,7,6,1.15
2023,4,7,7,1.12
2023,4,7,8,0.82
2023,4,7,9,0.5
2023,4,7,10,0.08
2023,4,7,11,0.37
2023,4,7,12,0.44
2023,4,7,13,0.29
2023,4,7,14,0.78
2023,4,7,15,1.33
2023,4,7,16,1.67
2023,4,7,17,1.89
2023,4,7,18,1.93
2023,4,7,19,1.92
2023,4,7,20,1.86
2023,4,7,21,1.58
2023,4,7,22,1.08
2023,4,7,23,0.65
2023,4,8,0,0.58
2023,4,8,1,0.55
2023,4,8,2,0.49
2023,4,8,3,0.51
2023,4,8,4,0.79
2023,4,8,5,1.11
2023,4,8,6,1.39
2023,4,8,7,1.68
2023,4,8,8,1.81
2023,4,8,9,1.66
2023,4,8,10,1.24
2023,4,8,11,0.76
2023,4,8,12,0.82
2023,4,8,13,0.92
2023,4,8,14,1.35
2023,4,8,15,1.98
2023,4,8,16,2.45
2023,4,8,17,2.69
2023,4,8,18,2.68
2023,4,8,19,2.51
2023,4,8,20,2.26
2023,4,8,21,1.84
2023,4,8,22,1.22
2023,4,8,23,0.62
2023,4,9,0,0.49
2023,4,9,1,0.47
2023,4,9,2,0.47
2023,4,9,3,0.58
2023,4,9,4,0.79
2023,4,9,5,0.96
2023,4,9,6,0.97
2023,4,9,7,0.88
2023,4,9,8,0.79
2023,4,9,9,0.76
2023,4,9,10,0.79
2023,4,9,11,1.18
2023,4,9,12,2.32
2023,4,9,13,2.99
2023,4,9,14,3.22
2023,4,9,15,3.4
2023,4,9,16,3.5
2023,4,9,17,3.56
2023,4,9,18,3.66
2023,4,9,19,3.65
2023,4,9,20,3.52
2023,4,9,21,3.19
2023,4,9,22,2.58
2023,4,9,23,1.95
2023,4,10,0,1.85
2023,4,10,1,1.83
2023,4,10,2,1.66
2023,4,10,3,1.54
2023,4,10,4,1.71
2023,4,10,5,1.65
2023,4,10,6,0.99
2023,4,10,7,0.75
2023,4,10,8,0.6
2023,4,10,9,0.64
2023,4,10,10,0.7
2023,4,10,11,1.26
2023,4,10,12,2.36
2023,4,10,13,2.97
2023,4,10,14,3.38
2023,4,10,15,3.62
2023,4,10,16,3.69
2023,4,10,17,3.57
2023,4,10,18,3.52
2023,4,10,19,3.54
2023,4,10,20,3.45
2023,4,10,21,3.1
2023,4,10,22,2.26
2023,4,10,23,1.34
2023,4,11,0,1.16
2023,4,11,1,1.15
2023,4,11,2,1.2
2023,4,11,3,1.04
2023,4,11,4,0.91
2023,4,11,5,0.91
2023,4,11,6,0.92
2023,4,11,7,0.95
2023,4,11,8,1.0
2023,4,11,9,1.03
2023,4,11,10,1.0
2023,4,11,11,1.17
2023,4,11,12,2.03
2023,4,11,13,2.73
2023,4,11,14,3.28
2023,4,11,15,3.55
2023,4,11,16,3.75
2023,4,11,17,3.82
2023,4,11,18,3.84
2023,4,11,19,3.68
2023,4,11,20,3.42
2023,4,11,21,3.06
2023,4,11,22,2.41
2023,4,11,23,1.71
2023,4,12,0,1.78
2023,4,12,1,1.98
2023,4,12,2,2.13
2023,4,12,3,2.15
2023,4,12,4,2.07
2023,4,12,5,1.8
2023,4,12,6,1.41
2023,4,12,7,1.18
2023,4,12,8,0.93
2023,4,12,9,0.72
2023,4,12,10,0.73
2023,4,12,11,0.9
2023,4,12,12,1.77
2023,4,12,13,2.73
2023,4,12,14,3.62
2023,4,12,15,4.1
2023,4,12,16,4.28
2023,4,12,17,4.32
2023,4,12,18,4.18
2023,4,12,19,3.91
2023,4,12,20,3.58
2023,4,12,21,3.12
2023,4,12,22,2.37
2023,4,12,23,1.66
2023,4,13,0,1.53
2023,4,13,1,1.41
2023,4,13,2,1.32
2023,4,13,3,1.28
2023,4,13,4,1.09
2023,4,13,5,0.94
2023,4,13,6,0.9
2023,4,13,7,0.9
2023,4,13,8,0.95
2023,4,13,9,0.87
2023,4,13,10,0.78
2023,4,13,11,1.02
2023,4,13,12,2.19
2023,4,13,13,3.27
2023,4,13,14,3.93
2023,4,13,15,4.23
2023,4,13,16,4.29
2023,4,13,17,4.03
2023,4,13,18,3.65
2023,4,13,19,3.22
2023,4,13,20,2.81
2023,4,13,21,2.28
2023,4,13,22,1.62
2023,4,13,23,1.06
2023,4,14,0,1.18
2023,4,14,1,1.18
2023,4,14,2,1.04
2023,4,14,3,0.82
2023,4,14,4,0.7
2023,4,14,5,0.65
2023,4,14,6,0.66
2023,4,14,7,0.73
2023,4,14,8,0.85
2023,4,14,9,0.95
2023,4,14,10,1.09
2023,4,14,11,1.32
2023,4,14,12,2.59
2023,4,14,13,3.27
2023,4,14,14,3.7
2023,4,14,15,4.25
2023,4,14,16,4.75
2023,4,14,17,5.0
2023,4,14,18,4.74
2023,4,14,19,4.19
2023,4,14,20,3.63
2023,4,14,21,3.04
2023,4,14,22,2.26
2023,4,14,23,1.71
2023,4,15,0,1.78
2023,4,15,1,1.4
2023,4,15,2,1.31
2023,4,15,3,1.27
2023,4,15,4,1.12
2023,4,15,5,1.12
2023,4,15,6,1.17
2023,4,15,7,1.17
2023,4,15,8,1.22
2023,4,15,9,1.17
2023,4,15,10,1.17
2023,4,15,11,1.56
2023,4,15,12,2.54
2023,4,15,13,3.11
2023,4,15,14,3.41
2023,4,15,15,3.61
2023,4,15,16,3.91
2023,4,15,17,4.1
2023,4,15,18,4.12
2023,4,15,19,4.06
2023,4,15,20,3.74
2023,4,15,21,3.06
2023,4,15,22,2.13
2023,4,15,23,1.38
2023,4,16,0,1.35
2023,4,16,1,1.51
2023,4,16,2,1.81
2023,4,16,3,1.98
2023,4,16,4,2.0
2023,4,16,5,1.97
2023,4,16,6,1.86
2023,4,16,7,1.66
2023,4,16,8,1.36
2023,4,16,9,1.11
2023,4,16,10,0.85
2023,4,16,11,0.67
2023,4,16,12,1.16
2023,4,16,13,1.58
2023,4,16,14,2.06
2023,4,16,15,2.61
2023,4,16,16,3.03
2023,4,16,17,3.18
2023,4,16,18,3.14
2023,4,16,19,3.08
2023,4,16,20,2.94
2023,4,16,21,2.4
2023,4,16,22,1.62
2023,4,16,23,1.12
2023,4,17,0,1.16
2023,4,17,1,1.2
2023,4,17,2,1.16
2023,4,17,3,0.93
2023,4,17,4,0.52
2023,4,17,5,0.18
2023,4,17,6,0.59
2023,4,17,7,0.97
2023,4,17,8,1.07
2023,4,17,9,0.9
2023,4,17,10,0.52
2023,4,17,11,0.09
2023,4,17,12,0.63
2023,4,17,13,1.02
2023,4,17,14,1.48
2023,4,17,15,2.01
2023,4,17,16,2.44
2023,4,17,17,2.49
2023,4,17,18,2.12
2023,4,17,19,1.71
2023,4,17,20,1.51
2023,4,17,21,1.4
2023,4,17,22,1.2
2023,4,17,23,0.95
2023,4,18,0,0.91
2023,4,18,1,0.64
2023,4,18,2,0.3
2023,4,18,3,0.52
2023,4,18,4,1.13
2023,4,18,5,1.54
2023,4,18,6,1.66
2023,4,18,7,1.58
2023,4,18,8,1.45
2023,4,18,9,1.27
2023,4,18,10,1.09
2023,4,18,11,0.87
2023,4,18,12,0.62
2023,4,18,13,0.74
2023,4,18,14,0.96
2023,4,18,15,0.89
2023,4,18,16,0.7
2023,4,18,17,0.48
2023,4,18,18,0.23
2023,4,18,19,0.09
2023,4,18,20,0.04
2023,4,18,21,0.19
2023,4,18,22,0.25
2023,4,18,23,0.34
2023,4,19,0,0.69
2023,4,19,1,0.88
2023,4,19,2,0.86
2023,4,19,3,0.75
2023,4,19,4,0.63
2023,4,19,5,0.4
2023,4,19,6,0.45
2023,4,19,7,0.57
2023,4,19,8,0.57
2023,4,19,9,0.66
2023,4,19,10,0.96
2023,4,19,11,1.15
2023,4,19,12,2.0
2023,4,19,13,2.75
2023,4,19,14,3.46
2023,4,19,15,3.95
2023,4,19,16,4.04
2023,4,19,17,3.9
2023,4,19,18,3.72
2023,4,19,19,3.52
2023,4,19,20,3.26
2023,4,19,21,2.83
2023,4,19,22,2.0
2023,4,19,23,1.39
2023,4,20,0,1.55
2023,4,20,1,1.69
2023,4,20,2,1.49
2023,4,20,3,1.38
2023,4,20,4,1.35
2023,4,20,5,1.35
2023,4,20,6,1.48
2023,4,20,7,1.77
2023,4,20,8,2.46
2023,4,20,9,2.67
2023,4,20,10,2.09
2023,4,20,11,1.7
2023,4,20,12,2.01
2023,4,20,13,2.06
2023,4,20,14,2.21
2023,4,20,15,2.66
2023,4,20,16,2.98
2023,4,20,17,3.12
2023,4,20,18,3.08
2023,4,20,19,2.91
2023,4,20,20,2.5
2023,4,20,21,1.8
2023,4,20,22,0.8
2023,4,20,23,0.32
2023,4,21,0,0.33
2023,4,21,1,0.5
2023,4,21,2,0.9
2023,4,21,3,1.14
2023,4,21,4,1.16
2023,4,21,5,1.05
2023,4,21,6,0.84
2023,4,21,7,0.63
2023,4,21,8,0.56
2023,4,21,9,0.46
2023,4,21,10,0.35
2023,4,21,11,0.64
2023,4,21,12,0.93
2023,4,21,13,1.34
2023,4,21,14,1.12
2023,4,21,15,0.88
2023,4,21,16,1.68
2023,4,21,17,2.16
2023,4,21,18,2.21
2023,4,21,19,2.03
2023,4,21,20,1.71
2023,4,21,21,1.28
2023,4,21,22,0.74
2023,4,21,23,0.24
2023,4,22,0,0.2
2023,4,22,1,0.34
2023,4,22,2,0.38
2023,4,22,3,0.36
2023,4,22,4,0.48
2023,4,22,5,0.57
2023,4,22,6,0.52
2023,4,22,7,0.53
2023,4,22,8,0.65
2023,4,22,9,0.72
2023,4,22,10,0.72
2023,4,22,11,0.71
2023,4,22,12,1.12
2023,4,22,13,0.99
2023,4,22,14,0.64
2023,4,22,15,0.5
2023,4,22,16,0.6
2023,4,22,17,0.87
2023,4,22,18,1.1
2023,4,22,19,1.2
2023,4,22,20,1.14
2023,4,22,21,0.94
2023,4,22,22,0.59
2023,4,22,23,0.42
2023,4,23,0,0.38
2023,4,23,1,0.35
2023,4,23,2,0.32
2023,4,23,3,0.3
2023,4,23,4,0.37
2023,4,23,5,0.46
2023,4,23,6,0.47
2023,4,23,7,0.42
2023,4,23,8,0.42
2023,4,23,9,0.47
2023,4,23,10,0.58
2023,4,23,11,0.63
2023,4,23,12,0.65
2023,4,23,13,0.48
2023,4,23,14,0.4
2023,4,23,15,0.47
2023,4,23,16,0.7
2023,4,23,17,0.93
2023,4,23,18,1.03
2023,4,23,19,1.06
2023,4,23,20,1.0
2023,4,23,21,0.83
2023,4,23,22,0.61
2023,4,23,23,0.54
2023,4,24,0,0.61
2023,4,24,1,0.56
2023,4,24,2,0.58
2023,4,24,3,0.56
2023,4,24,4,0.55
2023,4,24,5,0.22
2023,4,24,6,0.3
2023,4,24,7,0.31
2023,4,24,8,0.16
2023,4,24,9,0.09
2023,4,24,10,0.16
2023,4,24,11,0.39
2023,4,24,12,0.62
2023,4,24,13,0.75
2023,4,24,14,1.09
2023,4,24,15,1.41
2023,4,24,16,1.63
2023,4,24,17,1.65
2023,4,24,18,1.65
2023,4,24,19,1.73
2023,4,24,20,1.73
2023,4,24,21,1.47
2023,4,24,22,0.86
2023,4,24,23,0.59
2023,4,25,0,0.81
2023,4,25,1,0.8
2023,4,25,2,0.61
2023,4,25,3,0.37
2023,4,25,4,0.2
2023,4,25,5,0.34
2023,4,25,6,0.24
2023,4,25,7,0.26
2023,4,25,8,0.74
2023,4,25,9,1.03
2023,4,25,10,1.21
2023,4,25,11,1.13
2023,4,25,12,1.15
2023,4,25,13,0.56
2023,4,25,14,0.2
2023,4,25,15,0.79
2023,4,25,16,1.21
2023,4,25,17,1.41
2023,4,25,18,1.46
2023,4,25,19,1.4
2023,4,25,20,1.38
2023,4,25,21,1.17
2023,4,25,22,0.61
2023,4,25,23,0.23
2023,4,26,0,0.47
2023,4,26,1,0.67
2023,4,26,2,0.87
2023,4,26,3,1.0
2023,4,26,4,1.18
2023,4,26,5,1.27
2023,4,26,6,1.21
2023,4,26,7,1.09
2023,4,26,8,1.08
2023,4,26,9,1.21
2023,4,26,10,1.34
2023,4,26,11,1.23
2023,4,26,12,1.54
2023,4,26,13,1.77
2023,4,26,14,1.83
2023,4,26,15,1.83
2023,4,26,16,2.06
2023,4,26,17,2.33
2023,4,26,18,2.38
2023,4,26,19,2.29
2023,4,26,20,2.15
2023,4,26,21,1.92
2023,4,26,22,1.4
2023,4,26,23,0.96
2023,4,27,0,1.11
2023,4,27,1,1.29
2023,4,27,2,1.45
2023,4,27,3,1.37
2023,4,27,4,1.08
2023,4,27,5,0.89
2023,4,27,6,0.79
2023,4,27,7,0.58
2023,4,27,8,0.49
2023,4,27,9,0.54
2023,4,27,10,0.61
2023,4,27,11,0.79
2023,4,27,12,1.74
2023,4,27,13,2.42
2023,4,27,14,3.24
2023,4,27,15,3.79
2023,4,27,16,3.91
2023,4,27,17,3.8
2023,4,27,18,3.66
2023,4,27,19,3.48
2023,4,27,20,3.23
2023,4,27,21,2.91
2023,4,27,22,2.35
2023,4,27,23,1.59
2023,4,28,0,1.56
2023,4,28,1,1.41
2023,4,28,2,1.18
2023,4,28,3,1.04
2023,4,28,4,1.1
2023,4,28,5,1.03
2023,4,28,6,0.83
2023,4,28,7,0.7
2023,4,28,8,0.73
2023,4,28,9,0.79
